start,end,title,url,city,geo3x3,ogpimage,ogpdescription
2025/10/18,2025/10/19,鯖江JAZZフェスティバル2025,https://sabaejazz.jp/,鯖江市,E91387322982,https://sabaejazz.jp/images/opengraph-image.png,鯖江JAZZフェスティバル2025は、福井県鯖江市のシンボルである西山公園を舞台に、これまでにない音楽体験をお届けする音楽フェスです。
2025/9/13,2025/9/14,おぼろっく2025,https://oborock.com/,敦賀市,E91384677626,https://oborock.com/lib_2025/img/common/ogp.jpg,おぼろっく2025～TSURUGA MUSIC FESTIVAL～公式サイト。「福井県」敦賀湾に面した金ヶ崎緑地を中心としたエリアで、食・文化・人にも触れてもらえるような地元密着のフェス開催。
2025/9/6,2025/9/7,ONE PARK FESTIVAL 2025,https://oneparkfestival.jp/,福井市,E91387367126,https://oneparkfestival.jp/wp-content/uploads/2024/10/ogp.jpg,ONE PARK FESTIVAL 2025（ワンパークフェスティバル）は福井市中央公園特設会場で開催される街全体が一つのテーマパークになる音楽フェスです。
2025/8/30,2025/8/31,六呂師 Starry Music Festival 2025 - 星たちとうたう。,https://starrymusic.camp/,大野市,E91388242419,https://starrymusic.camp/app/wp-content/uploads/ogimage3.png,星空保護区・六呂師高原で初開催される音楽とキャンプの祭典。2025年夏、星と音に包まれる特別な2日間を。出演アーティスト（第1弾）1日目：ACIDMAN、androp、JUN SKY WALKER(S)、レトロリロン、2日目Chara、水曜日のカンパネラ、iri、SPECIAL OTHERSがラインナップ！
2025/5/31,2025/5/31,GREEN FLASH FES - 福井県坂井市の誰もが気軽に楽しめる音楽フェス,https://green-flash-fes.com/,坂井市,E91387628865,https://green-flash-fes.com/wp-content/uploads/2025/02/OGP2025-1.jpg,福井県坂井市の誰もが気軽に楽しめる音楽フェス。
